1	23 
2	21 
3	11 
4	18 
5	14 
6	21 
7	5 
8	27 
9	2 
10	27 
11	20 
12	19 
13	14 
14	10 
15	12 
16	25 
17	5 
18	23 
19	6 
20	20 
21	14 
22	4 
23	17 
24	4 
25	11 
26	23 
27	13 
28	21 
29	19 
30	3 
31	23 
32	18 
33	16 
34	28 
35	18 
36	21 
37	3 
38	6 
39	21 
40	10 
41	14 
42	7 
43	10 
44	5 
45	3 
46	22 
47	22 
48	13 
49	21 
50	13 
51	28 
52	8 
53	1 
54	3 
55	10 
56	19 
57	1 
58	4 
59	6 
60	3 
61	13 
62	1 
63	16 
64	12 
65	7 
66	25 
67	3 
68	16 
69	23 
70	16 
71	28 
72	25 
73	6 
74	11 
75	3 
76	2 
77	4 
78	5 
79	17 
80	1 
81	1 
82	16 
83	4 
84	20 
85	10 
86	27 
87	8 
88	13 
89	5 
90	28 
91	17 
92	26 
93	21 
94	8 
95	24 
96	26 
97	22 
98	27 
99	1 
100	3 
101	17 
102	13 
103	16 
104	20 
105	14 
106	15 
107	5 
108	14 
109	11 
110	4 
111	24 
112	28 
113	7 
114	24 
115	15 
116	12 
117	7 
118	26 
119	19 
120	16 
121	10 
122	24 
123	13 
124	26 
125	2 
126	2 
127	5 
128	21 
129	26 
130	6 
131	14 
132	28 
133	13 
134	23 
135	23 
136	5 
137	7 
138	13 
139	5 
140	27 
141	2 
142	11 
143	28 
144	28 
145	19 
146	19 
147	5 
148	9 
149	10 
150	15 
151	21 
152	7 
153	4 
154	4 
155	8 
156	28 
157	11 
158	27 
159	18 
160	23 
161	14 
162	23 
163	24 
164	23 
165	14 
166	25 
167	19 
168	27 
169	19 
170	5 
171	20 
172	22 
173	19 
174	21 
175	14 
176	19 
177	28 
178	19 
179	1 
180	8 
181	13 
182	12 
183	20 
184	11 
185	2 
186	12 
187	7 
188	9 
189	2 
190	3 
191	10 
192	24 
193	17 
194	11 
195	22 
196	16 
197	5 
198	24 
199	3 
200	12 
201	1 
202	1 
203	24 
204	19 
