1	1977
1	1983
2	1851
2	1941
3	379
3	666
4	1154
4	1467
5	1306
5	1970
6	1510
6	1776
7	1731
7	1990
8	168
8	1243
9	902
9	1904
10	1077
10	1989
11	1870
11	1982
12	173
12	1903
13	105
13	1666
14	882
14	1952
15	656
15	1030
16	1888
16	1990
17	1649
17	1734
18	1398
18	1578
19	217
19	863
20	636
20	1975
21	22
21	1719
22	21
22	1799
23	659
23	1976
24	1653
24	1804
25	1829
25	1887
26	162
26	1304
27	181
27	352
28	1361
28	1552
29	344
29	1878
30	1418
30	1650
31	736
31	1823
32	35
32	1571
33	1652
33	1684
34	1828
34	1889
35	32
35	810
36	385
36	1950
37	405
37	1770
38	290
38	1699
39	1061
39	1941
40	1546
40	1775
41	572
41	1717
42	1497
42	1605
43	1184
43	1986
44	1499
44	1817
45	1040
45	1998
46	1576
46	1738
47	265
47	1709
48	1423
48	1684
49	582
49	1699
50	1207
50	1863
51	1244
51	1333
52	1660
52	1758
53	1594
53	1785
54	931
54	1411
55	909
55	1847
56	1978
56	1994
57	533
57	1078
58	307
58	494
59	917
59	1929
60	1430
60	1790
61	1216
61	1553
62	965
62	1922
63	741
63	1882
64	1848
64	1972
65	848
65	1022
66	1503
66	1626
67	320
67	1004
68	879
68	1872
69	1832
69	1909
70	568
70	1557
71	1072
71	1369
72	1944
72	1998
73	1115
73	1314
74	142
74	1767
75	344
75	364
76	1874
76	1927
77	901
77	1130
78	139
78	1444
79	1424
79	1783
80	1451
80	1974
81	953
81	1550
82	823
82	1710
83	1252
83	1481
84	152
84	1865
85	912
85	1924
86	158
86	1441
87	872
87	1647
88	323
88	1351
89	390
89	1091
90	1326
90	1860
91	469
91	1820
92	1939
92	1948
93	932
93	1297
94	675
94	1758
95	208
95	1055
96	639
96	1159
97	314
97	1661
98	1413
98	1632
99	1601
99	1870
100	816
100	960
101	193
101	1402
102	1191
102	1942
103	1927
103	1957
104	294
104	1982
105	13
105	1701
106	1222
106	1825
107	1328
107	1444
108	1641
108	1892
109	1491
109	1847
110	710
110	1039
111	256
111	1095
112	132
112	740
113	1881
113	1911
114	1659
114	1859
115	1760
115	1917
116	1135
116	1572
117	152
117	1809
118	1556
118	1948
119	1145
119	1955
120	1935
120	1957
121	1123
121	1535
122	1174
122	1908
123	297
123	971
124	1898
124	1996
125	1621
125	1927
126	544
126	998
127	269
127	1497
128	582
128	1514
129	1186
129	1401
130	372
130	940
131	1641
131	1933
132	112
132	1855
133	1684
133	1696
134	1832
134	2000
135	1283
135	1711
136	975
136	1951
137	1362
137	1534
138	1696
138	1980
139	78
139	1499
140	1036
140	1258
141	360
141	1874
142	74
142	1729
143	1369
143	1979
144	924
144	1979
145	204
145	1700
146	1878
146	1992
147	759
147	975
148	266
148	1819
149	1906
149	1910
150	391
150	635
151	1045
151	1772
152	84
152	117
153	334
153	1647
154	660
154	934
155	785
155	981
156	1104
156	1267
157	1539
157	1767
158	86
158	1952
159	376
159	1651
160	1109
160	1335
161	1208
161	1485
162	26
162	2000
163	927
163	1439
164	1156
164	1742
165	1321
165	1934
166	1827
166	1988
167	328
167	529
168	8
168	1297
169	1609
169	1878
170	1499
170	1997
171	778
171	1975
172	1707
172	1996
173	12
173	1619
174	1247
174	1894
175	1321
175	1836
176	1428
176	1835
177	1889
177	1903
178	1939
178	1955
179	1974
179	1993
180	1083
180	1843
181	27
181	1817
182	573
182	862
183	1373
183	1379
184	1768
184	1960
185	311
185	1621
186	219
186	1713
187	448
187	893
188	1906
188	1934
189	1266
189	1528
190	1595
190	1892
191	992
191	1546
192	1710
192	1913
193	101
193	1985
194	1277
194	1729
195	389
195	1791
196	1492
196	1879
197	1116
197	1177
198	1686
198	1805
199	1418
199	1483
200	293
200	941
201	671
201	1923
202	1155
202	1993
203	519
203	1921
204	145
204	803
205	1585
205	1815
206	757
206	1544
207	366
207	540
208	95
208	959
209	1763
209	1973
210	1783
210	1899
211	676
211	1699
212	1072
212	1474
213	1520
213	1951
214	845
214	1856
215	821
215	1427
216	1664
216	1964
217	19
217	1002
218	1048
218	1302
219	186
219	485
220	1674
220	1962
221	1330
221	1944
222	1561
222	1748
223	321
223	1101
224	410
224	1364
225	241
225	1940
226	1525
