degree distribution (probability density function of the degree in logarithmic bins) 
2	0.955317
3	0.297151
4	0.134006
5	0.0680319
6	0.0359874
7.3629	0.0414556
9.58824	0.0185851
11.4219	0.0142998
13.9804	0.00931566

degree distribution (degree-occurrences) 
2	0.4265
3	0.1985
4	0.1095
5	0.068
6	0.044
7	0.0395
8	0.0225
9	0.014
10	0.02
11	0.0185
12	0.0135
13	0.009
14	0.008
15	0.0085


--------------------------------------
community distribution (size-occurrences)
54	0.0357143
56	0.0357143
57	0.0714286
58	0.0357143
59	0.0714286
60	0.0357143
62	0.0357143
64	0.0714286
65	0.0357143
68	0.107143
70	0.0357143
71	0.0357143
73	0.0357143
74	0.0357143
78	0.0357143
79	0.0357143
82	0.0357143
87	0.0357143
89	0.0357143
91	0.0357143
94	0.0357143
96	0.0357143
97	0.0357143


--------------------------------------
mixing parameter
0	0.3625
0.134926	0.036
0.169175	0.0625
0.203769	0.117
0.255826	0.124
0.333333	0.1255
0.5	0.172
1	0.0005

--------------------------------------
